size,processes,read,SCC,elapsed
3200,8,0.181489,3.048626,3.230115
3200,8,0.250760,3.166890,3.417650
3200,8,0.205760,2.801984,3.007744
3200,8,0.232149,2.040774,2.272923
3200,8,0.187001,2.979628,3.166629
3200,8,0.205606,2.861737,3.067343
3200,8,0.184535,2.838080,3.022615
3200,8,0.272579,2.992735,3.265314
3200,8,0.185674,2.836931,3.022605
3200,8,0.170050,2.943373,3.113423
