size,processes,read,SCC,elapsed
2000,0,0.499616,0.508691,1.008307
2000,0,0.497275,0.502965,1.000240
2000,0,0.495851,0.511336,1.007187
2000,0,0.496832,0.504205,1.001037
2000,0,0.499056,0.507988,1.007044
2000,0,0.498380,0.504835,1.003215
2000,0,0.499907,0.505825,1.005732
2000,0,0.498307,0.502271,1.000578
2000,0,0.501100,0.509517,1.010617
2000,0,0.499014,0.510069,1.009083
