size,processes,read,SCC,elapsed
2000,4,0.062696,0.537279,0.599975
2000,4,0.064071,0.538225,0.602296
2000,4,0.060727,0.641106,0.701833
2000,4,0.067498,0.537859,0.605357
2000,4,0.063738,0.537376,0.601114
2000,4,0.064473,0.547263,0.611736
2000,4,0.062916,0.556051,0.618967
2000,4,0.065464,0.536526,0.601990
2000,4,0.064035,0.616837,0.680872
2000,4,0.065291,0.517429,0.582720
