size,processes,read,SCC,elapsed
1600,2,0.031424,0.186626,0.218050
1600,2,0.031034,0.189690,0.220724
1600,2,0.030853,0.170492,0.201345
1600,2,0.031138,0.190245,0.221383
1600,2,0.030984,0.187104,0.218088
1600,2,0.031295,0.176498,0.207793
1600,2,0.030804,0.178368,0.209172
1600,2,0.031060,0.179040,0.210100
1600,2,0.031146,0.177477,0.208623
1600,2,0.031013,0.175086,0.206099
