size,processes,read,SCC,elapsed
1600,8,0.062236,0.664595,0.726831
1600,8,0.094474,0.668149,0.762623
1600,8,0.090673,0.733336,0.824009
1600,8,0.057326,0.649205,0.706531
1600,8,0.068080,0.700389,0.768469
1600,8,0.066242,0.700661,0.766903
1600,8,0.084080,0.645285,0.729365
1600,8,0.087624,0.786301,0.873925
1600,8,0.103444,0.647758,0.751202
1600,8,0.053106,1.103232,1.156338
