size,processes,read,SCC,elapsed
2000,0,0.491777,0.791462,1.283239
2000,0,0.492238,0.781087,1.273325
2000,0,0.493323,0.786969,1.280292
2000,0,0.492289,0.787181,1.279470
2000,0,0.494043,0.799739,1.293782
2000,0,0.493153,0.783776,1.276929
2000,0,0.490470,0.789479,1.279949
2000,0,0.486835,0.791799,1.278634
2000,0,0.493725,0.792659,1.286384
2000,0,0.491039,0.781996,1.273035
