size,processes,read,SCC,elapsed
2000,0,0.495522,0.787332,1.282854
2000,0,0.488330,0.784256,1.272586
2000,0,0.497501,0.784038,1.281539
2000,0,0.488171,0.792746,1.280917
2000,0,0.492513,0.786103,1.278616
2000,0,0.489668,0.783265,1.272933
2000,0,0.490936,0.778767,1.269703
2000,0,0.491263,0.787081,1.278344
2000,0,0.500999,0.796755,1.297754
2000,0,0.492379,0.781140,1.273519
