size,processes,read,SCC,elapsed
800,4,0.004164,0.069046,0.073210
800,4,0.004214,0.068690,0.072904
800,4,0.004706,0.069488,0.074194
800,4,0.004182,0.069121,0.073303
800,4,0.004264,0.075525,0.079789
800,4,0.004508,0.072995,0.077503
800,4,0.004167,0.069769,0.073936
800,4,0.005113,0.085465,0.090578
800,4,0.004555,0.073776,0.078331
800,4,0.004244,0.077407,0.081651
