| Version  | Processes | ReadFromFile |   SCC   | Elapsed | Speedup | Efficiency |
|  Serial  |     1     |   0.26493    | 0.26419 | 0.52913 |   1.0   |    1.0     |
| Parallel |     1     |   0.10427    | 0.26708 | 0.37134 | 1.42492 |  1.42492   |
| Parallel |     2     |   0.05299    | 0.37959 | 0.43258 |  1.2232 |   0.6116   |
| Parallel |     4     |   0.03245    |  0.5397 | 0.57215 | 0.92481 |   0.2312   |
| Parallel |     8     |   0.10832    | 1.11878 |  1.2271 |  0.4312 |   0.0539   |
