size,processes,read,SCC,elapsed
4000,4,0.377976,3.871381,4.249357
4000,4,0.326023,3.479908,3.805931
4000,4,0.338632,3.497904,3.836536
4000,4,0.325972,3.726567,4.052539
4000,4,0.337909,3.622255,3.960164
4000,4,0.346454,3.506924,3.853378
4000,4,0.330028,3.498845,3.828873
4000,4,0.344317,3.572819,3.917136
4000,4,0.324330,3.511003,3.835333
4000,4,0.320332,3.584169,3.904501
