size,processes,read,SCC,elapsed
4000,0,2.035268,3.467637,5.502905
4000,0,2.036183,3.429490,5.465673
4000,0,2.038151,3.413506,5.451657
4000,0,2.028210,3.386946,5.415156
4000,0,2.022107,3.379180,5.401287
4000,0,2.032075,3.395307,5.427382
4000,0,2.034646,3.388450,5.423096
4000,0,2.025296,3.383183,5.408479
4000,0,2.019744,3.399286,5.419030
4000,0,2.034770,3.370515,5.405285
