size,processes,read,SCC,elapsed
3600,1,0.315011,0.443795,0.758806
3600,1,0.313381,0.441543,0.754924
3600,1,0.312038,0.475184,0.787222
3600,1,0.312903,0.433525,0.746428
3600,1,0.319525,0.440528,0.760053
3600,1,0.312068,0.438813,0.750881
3600,1,0.311650,0.436968,0.748618
3600,1,0.314157,0.439076,0.753233
3600,1,0.312714,0.438586,0.751300
3600,1,0.314158,0.441209,0.755367
