size,processes,read,SCC,elapsed
2800,0,1.130879,1.089949,2.220828
2800,0,1.127227,1.089957,2.217184
2800,0,0.996872,1.058966,2.055838
2800,0,1.011119,1.074308,2.085427
2800,0,0.998009,1.064144,2.062153
2800,0,0.997661,1.078578,2.076239
2800,0,0.993170,1.059550,2.052720
2800,0,0.994863,1.073570,2.068433
2800,0,0.995946,1.072170,2.068116
2800,0,1.001105,1.077680,2.078785
