size,processes,read,SCC,elapsed
400,4,0.001368,0.022689,0.024057
400,4,0.001347,0.023747,0.025094
400,4,0.001369,0.017748,0.019117
400,4,0.001299,0.018646,0.019945
400,4,0.001735,0.018706,0.020441
400,4,0.001373,0.022534,0.023907
400,4,0.001339,0.027117,0.028456
400,4,0.001323,0.022795,0.024118
400,4,0.001329,0.019537,0.020866
400,4,0.001379,0.024877,0.026256
