size,processes,read,SCC,elapsed
3600,4,0.293592,3.408231,3.701823
3600,4,0.377772,3.415680,3.793452
3600,4,0.337147,3.072993,3.410140
3600,4,0.291121,2.945836,3.236957
3600,4,0.287291,3.170758,3.458049
3600,4,0.330460,3.196964,3.527424
3600,4,0.273245,2.995296,3.268541
3600,4,0.257667,2.898800,3.156467
3600,4,0.259410,3.221045,3.480455
3600,4,0.308971,3.012453,3.321424
